frame,person_id,class,bbox,confidence
277,3,person,"[0.0, 1613.19, 261.21, 2412.1]",0.8
277,297,bench,"[802.92, 1894.53, 1095.47, 2166.02]",0.36
278,6,person,"[1714.06, 1653.79, 2156.64, 2928.7]",0.85
278,110,person,"[1115.73, 1671.06, 1261.76, 2090.53]",0.73
278,256,person,"[1324.88, 1696.42, 1434.48, 2007.57]",0.47
278,291,person,"[1241.95, 1688.87, 1330.69, 2007.48]",0.59
278,301,backpack,"[1824.31, 1835.53, 2160.0, 2292.15]",0.38
278,302,person,"[398.09, 1669.23, 610.08, 2205.97]",0.71
278,191,person,"[650.29, 1700.89, 937.05, 2514.68]",0.88
278,1,person,"[200.76, 1657.21, 492.1, 2463.74]",0.88
278,3,person,"[0.0, 1614.84, 264.01, 2452.7]",0.82
278,297,bench,"[805.45, 1895.14, 1095.61, 2165.96]",0.37
278,315,person,"[1563.62, 1686.26, 1616.36, 1864.48]",0.34
278,311,person,"[812.49, 1707.81, 902.93, 1904.15]",0.27
278,271,clock,"[982.72, 284.5, 1279.06, 586.33]",0.28
279,6,person,"[1695.95, 1654.12, 2147.9, 2944.06]",0.82
279,110,person,"[1118.14, 1668.86, 1264.72, 2088.42]",0.7
279,256,person,"[1322.74, 1700.41, 1430.03, 2008.65]",0.5
279,291,person,"[1244.9, 1690.53, 1332.54, 2005.58]",0.59
279,301,backpack,"[1814.78, 1829.74, 2160.0, 2303.57]",0.49
279,302,person,"[399.28, 1668.22, 606.71, 2200.4]",0.7
279,191,person,"[659.83, 1703.73, 957.98, 2520.91]",0.89
279,1,person,"[200.25, 1653.18, 489.81, 2459.57]",0.88
279,3,person,"[0.0, 1613.03, 264.19, 2473.64]",0.83
279,297,bench,"[810.92, 1895.06, 1100.25, 2168.09]",0.45
279,315,person,"[1562.0, 1687.68, 1614.6, 1865.44]",0.31
