frame,person_id,class,bbox,confidence
129,128,person,"[0.0, 1641.07, 237.21, 2538.43]",0.59
129,85,backpack,"[1395.67, 1727.61, 1562.76, 2002.96]",0.35
129,9,backpack,"[1201.77, 1729.12, 1374.6, 1985.76]",0.35
130,1,person,"[516.2, 1623.56, 838.27, 2541.59]",0.84
130,2,person,"[1340.16, 1608.99, 1583.69, 2407.26]",0.82
130,3,person,"[209.57, 1566.47, 560.88, 2619.05]",0.83
130,6,person,"[1197.87, 1672.75, 1377.18, 2306.18]",0.72
130,7,person,"[921.97, 1674.87, 1099.25, 2217.59]",0.7
130,106,person,"[1899.77, 1796.43, 2160.0, 2733.7]",0.72
130,110,person,"[1072.67, 1642.72, 1198.24, 2019.01]",0.63
130,128,person,"[0.0, 1643.35, 226.86, 2543.7]",0.56
130,85,backpack,"[1400.24, 1729.71, 1567.21, 2005.89]",0.43
130,9,backpack,"[1206.34, 1739.77, 1375.5, 1994.54]",0.39
131,1,person,"[512.61, 1620.99, 830.86, 2527.71]",0.85
131,2,person,"[1347.39, 1608.31, 1590.93, 2412.29]",0.82
131,3,person,"[210.77, 1563.54, 553.93, 2587.37]",0.84
131,6,person,"[1204.04, 1676.54, 1379.94, 2296.68]",0.72
131,7,person,"[923.73, 1676.28, 1099.96, 2213.74]",0.68
131,106,person,"[1935.05, 1913.36, 2160.0, 2735.27]",0.51
131,110,person,"[1074.11, 1645.68, 1199.37, 2021.82]",0.65
131,128,person,"[0.0, 1635.82, 215.77, 2550.41]",0.49
131,85,backpack,"[1405.09, 1740.82, 1567.71, 2008.79]",0.47
131,9,backpack,"[1205.25, 1733.69, 1380.14, 2001.92]",0.29
132,1,person,"[511.97, 1619.19, 826.18, 2513.32]",0.85
132,2,person,"[1349.91, 1606.33, 1593.17, 2413.69]",0.83
132,3,person,"[204.55, 1560.85, 544.22, 2561.07]",0.86
132,6,person,"[1206.93, 1678.25, 1384.5, 2304.83]",0.7
132,7,person,"[927.3, 1675.86, 1100.46, 2201.14]",0.71
132,110,person,"[1075.46, 1648.69, 1200.28, 2024.03]",0.61
132,128,person,"[0.59, 1616.53, 208.2, 2383.1]",0.57
132,85,backpack,"[1406.34, 1735.74, 1570.89, 2007.07]",0.41
132,9,backpack,"[1213.74, 1752.42, 1375.38, 2000.97]",0.39
133,1,person,"[511.43, 1616.0, 822.9, 2502.01]",0.85
133,2,person,"[1358.0, 1605.48, 1594.32, 2390.76]",0.82
133,3,person,"[206.21, 1554.99, 546.12, 2549.25]",0.86
133,6,person,"[1208.52, 1675.76, 1387.64, 2307.65]",0.74
133,7,person,"[926.05, 1669.3, 1103.54, 2206.49]",0.68
133,110,person,"[1074.39, 1650.64, 1201.43, 2034.82]",0.65
133,128,person,"[10.69, 1601.31, 208.85, 2323.19]",0.62
133,85,backpack,"[1410.22, 1730.88, 1573.63, 2000.77]",0.52
133,9,backpack,"[1215.64, 1749.8, 1378.04, 2001.67]",0.37
133,139,person,"[0.0, 1724.02, 167.95, 2578.12]",0.34
134,1,person,"[509.44, 1612.33, 818.55, 2491.24]",0.85
134,2,person,"[1363.02, 1601.26, 1595.33, 2371.3]",0.83
134,3,person,"[208.99, 1552.18, 550.32, 2546.73]",0.85
134,6,person,"[1210.29, 1673.11, 1390.74, 2310.89]",0.77
134,7,person,"[923.44, 1672.21, 1105.67, 2226.02]",0.79
134,110,person,"[1074.78, 1649.82, 1202.38, 2037.32]",0.69
134,128,person,"[6.6, 1601.0, 199.07, 2299.39]",0.68
134,85,backpack,"[1420.99, 1736.66, 1577.21, 1995.57]",0.63
134,9,backpack,"[1217.8, 1745.7, 1381.59, 2002.39]",0.44
135,1,person,"[507.35, 1606.78, 816.09, 2484.45]",0.86
135,2,person,"[1366.21, 1596.24, 1597.15, 2359.43]",0.82
135,3,person,"[206.53, 1551.3, 553.47, 2558.61]",0.84
135,6,person,"[1213.01, 1670.99, 1392.56, 2306.51]",0.77
135,7,person,"[925.09, 1666.74, 1108.82, 2228.24]",0.68
135,110,person,"[1075.39, 1649.45, 1202.33, 2036.09]",0.69
135,128,person,"[0.67, 1596.87, 193.87, 2299.0]",0.71
135,85,backpack,"[1428.75, 1734.29, 1582.47, 1992.14]",0.58
135,9,backpack,"[1225.84, 1753.84, 1380.01, 1995.21]",0.29
136,1,person,"[504.8, 1604.13, 812.78, 2481.6]",0.87
136,2,person,"[1367.56, 1591.84, 1600.9, 2363.68]",0.83
136,3,person,"[208.71, 1551.8, 557.66, 2560.68]",0.82
136,6,person,"[1212.38, 1665.76, 1393.25, 2308.64]",0.76
136,7,person,"[919.53, 1665.14, 1105.02, 2235.84]",0.73
136,110,person,"[1074.13, 1643.76, 1200.95, 2032.7]",0.71
136,128,person,"[0.0, 1600.97, 189.13, 2306.9]",0.66
136,85,backpack,"[1434.0, 1729.1, 1588.1, 1990.27]",0.6
136,146,person,"[873.25, 1647.6, 993.24, 2009.8]",0.34
137,1,person,"[502.7, 1602.99, 810.08, 2481.89]",0.86
137,2,person,"[1368.26, 1589.58, 1601.96, 2361.43]",0.82
137,3,person,"[207.49, 1552.5, 565.08, 2576.37]",0.76
137,6,person,"[1213.94, 1661.95, 1393.69, 2301.52]",0.77
137,7,person,"[919.2, 1661.29, 1106.42, 2240.95]",0.75
137,110,person,"[1073.18, 1639.79, 1199.4, 2030.12]",0.71
137,128,person,"[0.0, 1611.99, 172.81, 2312.51]",0.67
137,85,backpack,"[1436.23, 1720.28, 1593.37, 1987.03]",0.63
137,146,person,"[870.23, 1650.76, 1003.4, 2053.72]",0.32
137,149,person,"[796.03, 1597.86, 887.05, 1906.34]",0.35
138,1,person,"[499.48, 1602.63, 805.7, 2482.97]",0.86
138,2,person,"[1367.72, 1587.12, 1603.55, 2365.36]",0.82
138,3,person,"[224.82, 1551.81, 587.78, 2584.04]",0.78
138,6,person,"[1216.48, 1656.06, 1397.3, 2300.06]",0.78
138,7,person,"[917.72, 1661.44, 1105.32, 2244.43]",0.79
138,110,person,"[1071.32, 1635.53, 1197.7, 2029.24]",0.68
138,128,person,"[0.0, 1612.32, 160.98, 2314.15]",0.67
138,85,backpack,"[1436.53, 1715.99, 1594.91, 1984.26]",0.66
138,146,person,"[866.71, 1645.99, 999.27, 2048.4]",0.29
138,149,person,"[795.11, 1593.3, 887.71, 1906.77]",0.43
138,150,person,"[122.3, 1616.07, 288.16, 2370.03]",0.63
139,1,person,"[498.44, 1603.1, 801.67, 2478.85]",0.86
139,2,person,"[1368.08, 1586.11, 1605.7, 2369.91]",0.82
139,3,person,"[238.58, 1552.8, 609.19, 2590.3]",0.79
139,6,person,"[1215.32, 1647.86, 1397.67, 2297.27]",0.78
139,7,person,"[918.71, 1658.35, 1106.33, 2246.57]",0.77
139,110,person,"[1068.19, 1631.45, 1195.19, 2029.32]",0.67
139,128,person,"[0.0, 1609.77, 149.91, 2315.32]",0.62
139,85,backpack,"[1436.9, 1713.03, 1596.05, 1981.72]",0.66
139,146,person,"[864.26, 1645.62, 995.91, 2046.83]",0.4
139,149,person,"[796.44, 1612.97, 881.54, 1900.28]",0.44
139,150,person,"[111.84, 1626.14, 280.53, 2392.11]",0.6
140,1,person,"[496.85, 1605.83, 798.17, 2480.42]",0.85
140,2,person,"[1368.8, 1583.94, 1606.63, 2368.54]",0.82
140,3,person,"[226.69, 1559.65, 600.86, 2598.74]",0.81
140,6,person,"[1213.23, 1644.01, 1398.49, 2304.98]",0.78
140,7,person,"[915.55, 1650.7, 1105.64, 2249.87]",0.77
140,110,person,"[1067.65, 1628.27, 1196.17, 2032.99]",0.63
140,128,person,"[0.0, 1595.77, 147.56, 2333.26]",0.45
140,85,backpack,"[1435.82, 1710.98, 1596.33, 1980.95]",0.66
140,146,person,"[863.29, 1643.96, 993.37, 2042.2]",0.3
140,149,person,"[796.2, 1634.1, 875.54, 1900.03]",0.42
140,150,person,"[102.0, 1632.88, 271.0, 2397.85]",0.67
141,1,person,"[496.63, 1609.15, 797.56, 2487.11]",0.84
141,2,person,"[1370.26, 1583.15, 1605.43, 2358.52]",0.83
141,3,person,"[210.97, 1557.58, 587.41, 2601.37]",0.84
141,6,person,"[1212.95, 1642.98, 1399.01, 2309.24]",0.79
141,7,person,"[910.72, 1648.2, 1101.94, 2251.11]",0.74
141,110,person,"[1066.89, 1626.5, 1197.26, 2037.4]",0.63
141,85,backpack,"[1435.62, 1709.86, 1596.6, 1980.33]",0.64
141,146,person,"[861.99, 1641.37, 992.36, 2042.63]",0.31
141,149,person,"[796.89, 1643.04, 873.17, 1895.84]",0.45
141,150,person,"[95.48, 1634.78, 267.33, 2410.05]",0.69
142,1,person,"[496.06, 1611.36, 796.24, 2491.68]",0.84
142,2,person,"[1369.74, 1583.44, 1605.77, 2360.78]",0.83
142,3,person,"[198.54, 1557.05, 575.96, 2596.41]",0.85
142,6,person,"[1214.62, 1644.55, 1398.99, 2306.16]",0.81
142,7,person,"[905.63, 1649.62, 1098.91, 2258.96]",0.74
142,110,person,"[1063.88, 1625.24, 1195.41, 2036.71]",0.64
142,85,backpack,"[1435.9, 1711.28, 1596.82, 1981.09]",0.71
142,146,person,"[861.99, 1641.11, 992.78, 2045.99]",0.35
142,149,person,"[796.25, 1640.97, 873.33, 1893.97]",0.43
142,150,person,"[86.17, 1632.17, 263.1, 2423.88]",0.71
143,1,person,"[497.51, 1614.11, 795.46, 2491.48]",0.82
143,2,person,"[1368.12, 1585.58, 1608.69, 2378.16]",0.82
143,3,person,"[191.1, 1554.53, 573.72, 2590.35]",0.83
143,6,person,"[1217.22, 1646.13, 1400.21, 2304.6]",0.81
143,7,person,"[906.34, 1653.28, 1097.02, 2253.19]",0.76
143,110,person,"[1063.16, 1625.6, 1193.88, 2029.38]",0.65
143,85,backpack,"[1434.8, 1715.0, 1595.8, 1984.63]",0.62
143,146,person,"[861.53, 1646.03, 992.73, 2054.64]",0.41
143,149,person,"[795.71, 1641.6, 871.77, 1889.48]",0.42
143,150,person,"[66.8, 1616.92, 255.63, 2444.97]",0.68
144,1,person,"[501.63, 1616.35, 794.14, 2478.88]",0.81
144,2,person,"[1367.1, 1587.96, 1608.65, 2382.73]",0.82
144,3,person,"[181.81, 1553.02, 571.36, 2593.62]",0.8
144,6,person,"[1217.94, 1651.42, 1397.57, 2297.95]",0.76
144,7,person,"[906.54, 1659.48, 1094.49, 2249.66]",0.71
144,110,person,"[1060.7, 1621.72, 1193.19, 2025.52]",0.61
144,85,backpack,"[1429.85, 1716.34, 1593.26, 1989.39]",0.62
144,146,person,"[861.51, 1648.28, 990.28, 2051.67]",0.38
144,149,person,"[793.99, 1622.96, 876.47, 1890.69]",0.46
144,150,person,"[50.93, 1621.5, 249.16, 2465.22]",0.84
144,153,handbag,"[131.95, 1841.0, 268.2, 2077.88]",0.49
145,1,person,"[503.93, 1616.04, 791.29, 2464.08]",0.83
145,2,person,"[1367.2, 1592.45, 1606.53, 2377.06]",0.81
145,3,person,"[165.3, 1551.71, 556.34, 2595.95]",0.8
145,6,person,"[1220.04, 1658.91, 1396.19, 2293.64]",0.76
145,7,person,"[905.09, 1663.89, 1095.23, 2260.19]",0.72
145,110,person,"[1059.94, 1626.24, 1193.09, 2024.31]",0.62
145,85,backpack,"[1422.4, 1719.75, 1588.8, 1998.15]",0.66
145,146,person,"[863.68, 1649.83, 989.78, 2045.8]",0.44
145,149,person,"[792.03, 1617.38, 876.09, 1889.41]",0.45
145,150,person,"[39.86, 1624.52, 247.39, 2484.09]",0.85
145,153,handbag,"[118.74, 1835.11, 263.39, 2085.81]",0.54
146,1,person,"[504.5, 1613.72, 789.49, 2455.06]",0.84
146,2,person,"[1364.48, 1596.22, 1608.74, 2398.77]",0.81
146,3,person,"[146.06, 1552.36, 539.21, 2595.07]",0.81
146,6,person,"[1220.87, 1664.58, 1392.98, 2283.43]",0.76
146,7,person,"[904.28, 1663.49, 1097.97, 2270.48]",0.8
146,110,person,"[1060.85, 1624.62, 1196.56, 2026.89]",0.64
146,85,backpack,"[1417.71, 1723.78, 1586.25, 2006.61]",0.64
146,146,person,"[864.07, 1651.45, 987.91, 2041.13]",0.44
146,149,person,"[791.62, 1636.82, 871.5, 1891.86]",0.55
146,150,person,"[32.94, 1620.75, 248.45, 2491.42]",0.86
146,153,handbag,"[87.13, 1782.01, 267.21, 2094.02]",0.61
147,1,person,"[502.88, 1612.9, 791.08, 2464.7]",0.84
147,2,person,"[1366.25, 1600.36, 1609.73, 2398.93]",0.82
147,3,person,"[168.54, 1547.68, 549.74, 2567.94]",0.84
147,6,person,"[1219.2, 1667.84, 1392.41, 2289.31]",0.77
147,7,person,"[904.55, 1664.79, 1096.45, 2264.43]",0.75
147,110,person,"[1063.19, 1626.58, 1199.66, 2027.58]",0.63
147,85,backpack,"[1415.32, 1727.32, 1584.71, 2012.73]",0.59
147,146,person,"[863.76, 1655.47, 988.08, 2047.32]",0.43
147,149,person,"[789.51, 1647.14, 867.96, 1894.13]",0.54
147,150,person,"[22.11, 1616.04, 247.03, 2510.72]",0.85
148,1,person,"[500.56, 1610.4, 792.06, 2475.72]",0.85
148,2,person,"[1367.05, 1603.61, 1609.49, 2396.44]",0.82
148,3,person,"[181.43, 1548.71, 552.63, 2549.44]",0.86
148,6,person,"[1220.48, 1673.15, 1392.41, 2287.6]",0.79
148,7,person,"[905.71, 1663.26, 1098.29, 2263.98]",0.76
148,110,person,"[1066.44, 1629.4, 1202.0, 2026.0]",0.62
148,85,backpack,"[1417.31, 1738.23, 1582.19, 2014.98]",0.54
148,146,person,"[862.71, 1658.43, 988.52, 2056.47]",0.56
148,149,person,"[789.37, 1660.12, 864.66, 1894.44]",0.56
148,150,person,"[11.84, 1611.61, 242.13, 2519.93]",0.82
148,153,handbag,"[57.92, 1776.71, 245.53, 2099.57]",0.41
149,1,person,"[500.54, 1610.56, 792.93, 2480.85]",0.84
149,2,person,"[1366.86, 1604.33, 1611.71, 2403.01]",0.83
149,3,person,"[183.96, 1544.97, 551.24, 2540.28]",0.87
149,6,person,"[1220.18, 1675.78, 1393.31, 2293.08]",0.79
149,7,person,"[909.59, 1664.15, 1101.15, 2261.84]",0.72
149,110,person,"[1070.79, 1633.95, 1204.6, 2026.59]",0.59
149,85,backpack,"[1417.44, 1751.38, 1575.74, 2016.19]",0.59
149,146,person,"[861.34, 1659.69, 986.8, 2058.76]",0.56
149,149,person,"[788.87, 1665.78, 863.06, 1893.99]",0.51
149,150,person,"[7.72, 1617.57, 236.53, 2514.08]",0.82
149,153,handbag,"[41.63, 1800.75, 218.04, 2100.42]",0.38
150,1,person,"[498.4, 1610.35, 787.39, 2473.69]",0.83
150,2,person,"[1368.37, 1602.73, 1614.88, 2403.16]",0.83
150,3,person,"[181.47, 1542.98, 547.0, 2535.44]",0.87
150,6,person,"[1217.33, 1673.04, 1392.16, 2296.83]",0.75
150,7,person,"[918.92, 1664.58, 1105.56, 2247.76]",0.72
150,110,person,"[1076.97, 1639.39, 1207.12, 2022.36]",0.59
150,85,backpack,"[1415.89, 1756.39, 1571.19, 2016.35]",0.61
150,146,person,"[860.13, 1656.48, 984.75, 2056.11]",0.63
150,149,person,"[787.13, 1664.72, 863.52, 1897.13]",0.53
150,150,person,"[2.03, 1610.54, 231.75, 2510.28]",0.83
150,153,handbag,"[16.27, 1766.72, 215.68, 2104.82]",0.33
151,1,person,"[497.39, 1608.42, 785.93, 2471.97]",0.83
151,2,person,"[1370.51, 1599.18, 1618.24, 2399.43]",0.84
151,3,person,"[180.33, 1542.4, 546.28, 2535.56]",0.86
151,6,person,"[1213.83, 1670.89, 1389.04, 2297.72]",0.76
151,7,person,"[922.39, 1667.1, 1106.61, 2244.99]",0.76
151,110,person,"[1081.57, 1644.2, 1209.61, 2020.78]",0.61
151,85,backpack,"[1413.43, 1750.08, 1570.54, 2014.56]",0.43
151,146,person,"[858.67, 1655.99, 982.13, 2054.86]",0.59
151,149,person,"[784.76, 1665.39, 862.77, 1900.9]",0.52
151,150,person,"[0.0, 1617.73, 216.91, 2501.27]",0.78
151,153,handbag,"[0.0, 1764.17, 201.85, 2111.93]",0.36
152,1,person,"[495.68, 1605.9, 782.57, 2468.58]",0.83
152,2,person,"[1372.28, 1597.69, 1618.38, 2384.62]",0.83
152,3,person,"[177.32, 1542.02, 547.98, 2552.1]",0.86
152,6,person,"[1212.75, 1666.04, 1389.88, 2302.5]",0.77
152,7,person,"[923.02, 1665.2, 1105.56, 2235.62]",0.75
152,110,person,"[1084.19, 1644.32, 1212.07, 2020.07]",0.67
152,85,backpack,"[1410.15, 1735.41, 1574.06, 2013.74]",0.45
152,146,person,"[855.92, 1653.12, 979.03, 2054.65]",0.68
152,149,person,"[783.24, 1666.81, 860.92, 1898.86]",0.53
152,150,person,"[0.0, 1629.53, 204.49, 2500.2]",0.72
153,1,person,"[492.98, 1604.79, 780.33, 2472.63]",0.83
153,2,person,"[1372.9, 1592.59, 1617.69, 2367.72]",0.85
153,3,person,"[181.55, 1541.62, 552.39, 2554.72]",0.87
153,6,person,"[1213.23, 1662.49, 1389.27, 2297.25]",0.76
153,7,person,"[921.45, 1664.31, 1107.5, 2247.92]",0.77
153,110,person,"[1086.7, 1644.45, 1216.05, 2022.07]",0.65
153,85,backpack,"[1417.67, 1737.56, 1573.15, 2004.78]",0.33
153,146,person,"[853.84, 1652.79, 977.33, 2055.92]",0.64
153,149,person,"[781.3, 1667.87, 858.7, 1898.86]",0.49
153,139,person,"[5.24, 1696.61, 160.6, 2455.08]",0.64
154,1,person,"[490.52, 1602.41, 777.66, 2472.06]",0.83
154,2,person,"[1373.51, 1586.67, 1620.33, 2361.4]",0.85
154,3,person,"[178.64, 1540.73, 553.46, 2567.61]",0.89
154,6,person,"[1213.54, 1657.22, 1389.94, 2294.47]",0.79
154,7,person,"[922.78, 1661.77, 1108.8, 2246.32]",0.82
154,110,person,"[1089.93, 1645.36, 1220.07, 2023.67]",0.64
154,85,backpack,"[1423.46, 1742.61, 1570.55, 1996.7]",0.49
154,146,person,"[853.44, 1650.03, 978.27, 2059.42]",0.61
154,149,person,"[781.85, 1666.93, 859.56, 1898.92]",0.49
154,139,person,"[0.32, 1729.06, 154.14, 2488.23]",0.73
155,1,person,"[486.16, 1605.26, 775.36, 2484.03]",0.82
155,2,person,"[1369.46, 1584.7, 1617.44, 2360.06]",0.81
155,3,person,"[174.69, 1541.91, 553.62, 2583.15]",0.9
155,6,person,"[1214.59, 1652.37, 1392.66, 2299.56]",0.76
155,7,person,"[924.8, 1658.98, 1110.66, 2242.23]",0.83
155,110,person,"[1094.0, 1641.25, 1230.64, 2037.45]",0.69
155,85,backpack,"[1420.44, 1726.17, 1573.56, 1991.16]",0.49
155,146,person,"[851.29, 1646.92, 977.53, 2062.13]",0.6
155,149,person,"[779.89, 1665.85, 858.52, 1900.15]",0.48
155,139,person,"[0.0, 1740.87, 147.36, 2521.98]",0.47
156,1,person,"[480.84, 1608.75, 772.31, 2497.84]",0.82
156,2,person,"[1366.19, 1583.41, 1615.91, 2362.87]",0.82
156,3,person,"[170.17, 1545.96, 551.09, 2594.62]",0.9
156,6,person,"[1215.66, 1651.5, 1393.59, 2297.6]",0.77
156,7,person,"[923.71, 1656.26, 1111.28, 2245.1]",0.86
156,110,person,"[1097.64, 1633.36, 1239.66, 2043.38]",0.71
156,85,backpack,"[1420.86, 1717.04, 1579.28, 1989.38]",0.49
156,146,person,"[846.81, 1645.22, 974.46, 2063.3]",0.61
156,149,person,"[778.73, 1665.56, 857.63, 1899.62]",0.44
156,139,person,"[0.0, 1741.05, 137.06, 2554.09]",0.29
157,1,person,"[478.38, 1611.07, 770.06, 2502.29]",0.83
157,2,person,"[1363.52, 1585.31, 1614.29, 2369.38]",0.83
157,3,person,"[166.09, 1549.35, 547.27, 2600.05]",0.89
157,6,person,"[1216.8, 1652.69, 1395.92, 2301.42]",0.77
157,7,person,"[924.17, 1653.86, 1112.72, 2245.89]",0.83
157,110,person,"[1100.33, 1630.37, 1244.29, 2043.68]",0.74
157,85,backpack,"[1422.48, 1712.56, 1584.05, 1987.9]",0.58
157,146,person,"[843.36, 1643.45, 972.57, 2064.11]",0.66
157,149,person,"[778.34, 1665.03, 857.62, 1898.1]",0.41
158,1,person,"[474.41, 1611.35, 767.74, 2508.8]",0.84
158,2,person,"[1361.97, 1583.78, 1613.28, 2371.5]",0.82
158,3,person,"[158.91, 1552.77, 542.08, 2609.99]",0.9
158,6,person,"[1223.01, 1652.39, 1402.31, 2303.51]",0.71
158,7,person,"[923.32, 1652.7, 1115.5, 2257.81]",0.86
158,110,person,"[1102.15, 1633.4, 1246.57, 2048.11]",0.65
158,85,backpack,"[1424.58, 1714.28, 1586.29, 1987.64]",0.51
158,146,person,"[842.11, 1641.35, 972.8, 2064.58]",0.68
158,149,person,"[777.28, 1664.15, 857.86, 1897.93]",0.4
158,171,person,"[1569.92, 1684.18, 1693.33, 2113.25]",0.52
159,1,person,"[471.39, 1611.53, 765.39, 2511.21]",0.84
159,2,person,"[1361.78, 1584.19, 1614.95, 2379.06]",0.83
159,3,person,"[149.23, 1554.07, 535.95, 2620.4]",0.89
159,6,person,"[1226.27, 1653.07, 1407.48, 2313.34]",0.7
159,7,person,"[924.51, 1655.0, 1118.19, 2266.53]",0.85
159,110,person,"[1102.92, 1630.12, 1250.01, 2054.43]",0.7
159,85,backpack,"[1431.16, 1714.08, 1593.13, 1988.18]",0.48
159,146,person,"[843.13, 1641.43, 974.0, 2062.44]",0.72
159,149,person,"[775.89, 1663.8, 857.83, 1898.05]",0.39
159,171,person,"[1566.7, 1686.72, 1689.1, 2111.06]",0.34
160,1,person,"[468.64, 1613.42, 755.23, 2486.26]",0.81
160,2,person,"[1362.68, 1585.87, 1615.68, 2381.99]",0.82
160,3,person,"[144.5, 1556.25, 529.07, 2616.0]",0.9
160,6,person,"[1230.5, 1653.65, 1411.03, 2312.64]",0.69
160,7,person,"[925.32, 1657.22, 1116.25, 2258.8]",0.85
160,110,person,"[1105.96, 1626.97, 1253.87, 2057.45]",0.7
160,85,backpack,"[1430.18, 1714.77, 1594.4, 1991.84]",0.47
160,146,person,"[843.52, 1642.5, 975.17, 2063.66]",0.72
160,149,person,"[774.68, 1662.79, 858.17, 1898.73]",0.43
160,171,person,"[1580.05, 1671.09, 1705.93, 2106.55]",0.32
161,1,person,"[467.8, 1608.91, 748.23, 2456.12]",0.85
161,2,person,"[1367.53, 1588.28, 1619.12, 2379.99]",0.8
161,3,person,"[138.59, 1554.79, 522.22, 2613.96]",0.89
161,6,person,"[1232.08, 1657.04, 1411.33, 2312.42]",0.68
161,7,person,"[923.57, 1659.64, 1115.58, 2262.81]",0.85
161,110,person,"[1108.87, 1626.04, 1256.08, 2057.89]",0.79
161,85,backpack,"[1432.02, 1721.13, 1594.89, 1996.45]",0.26
161,146,person,"[843.84, 1644.06, 977.07, 2069.57]",0.71
161,149,person,"[773.1, 1660.9, 858.23, 1900.26]",0.5
161,171,person,"[1588.09, 1669.87, 1718.32, 2117.74]",0.31
162,1,person,"[460.65, 1614.1, 750.4, 2488.23]",0.84
162,2,person,"[1366.43, 1593.44, 1620.95, 2396.07]",0.81
162,3,person,"[129.96, 1554.37, 514.77, 2621.61]",0.89
162,6,person,"[1233.54, 1659.78, 1412.16, 2314.12]",0.71
162,7,person,"[923.75, 1661.8, 1117.64, 2270.66]",0.84
162,110,person,"[1114.44, 1629.79, 1257.36, 2052.69]",0.74
162,85,backpack,"[1431.37, 1726.94, 1594.52, 2002.24]",0.3
162,146,person,"[843.3, 1646.88, 977.67, 2075.49]",0.7
162,149,person,"[773.0, 1657.85, 858.7, 1897.9]",0.52
162,171,person,"[1593.66, 1674.83, 1728.9, 2134.64]",0.39
163,1,person,"[455.46, 1616.74, 748.21, 2499.12]",0.86
163,2,person,"[1368.61, 1597.72, 1625.04, 2409.12]",0.82
163,3,person,"[126.11, 1551.08, 506.05, 2609.11]",0.9
163,6,person,"[1236.57, 1661.85, 1414.69, 2316.61]",0.74
163,7,person,"[925.69, 1665.31, 1117.4, 2266.51]",0.82
163,110,person,"[1120.17, 1634.64, 1259.17, 2046.72]",0.74
163,85,backpack,"[1435.08, 1730.48, 1599.31, 2007.53]",0.42
163,146,person,"[843.52, 1650.0, 978.53, 2079.6]",0.68
163,149,person,"[771.49, 1656.69, 858.6, 1899.95]",0.45
163,171,person,"[1600.11, 1677.9, 1737.12, 2139.55]",0.38
164,1,person,"[451.23, 1618.38, 743.17, 2498.37]",0.87
164,2,person,"[1371.37, 1603.57, 1624.55, 2411.29]",0.81
164,3,person,"[124.19, 1549.25, 495.66, 2585.35]",0.91
164,6,person,"[1238.67, 1665.21, 1414.37, 2310.16]",0.77
164,7,person,"[925.04, 1669.55, 1117.12, 2270.7]",0.82
164,110,person,"[1121.63, 1640.14, 1261.85, 2060.07]",0.73
164,85,backpack,"[1433.26, 1727.4, 1601.47, 2012.26]",0.37
164,146,person,"[843.95, 1653.8, 978.17, 2080.66]",0.67
164,149,person,"[769.6, 1657.72, 857.8, 1903.16]",0.47
164,171,person,"[1611.71, 1688.36, 1750.06, 2148.32]",0.38
165,1,person,"[449.95, 1617.72, 738.87, 2487.33]",0.88
165,2,person,"[1370.49, 1605.6, 1623.47, 2417.5]",0.82
165,3,person,"[119.25, 1549.58, 481.68, 2560.08]",0.9
165,6,person,"[1242.45, 1666.8, 1416.26, 2305.69]",0.78
165,7,person,"[922.03, 1672.69, 1115.62, 2280.89]",0.82
165,110,person,"[1126.76, 1646.6, 1264.03, 2056.62]",0.74
165,85,backpack,"[1439.4, 1747.84, 1596.55, 2014.33]",0.28
165,146,person,"[839.37, 1657.04, 974.36, 2090.23]",0.65
165,149,person,"[769.91, 1662.12, 856.83, 1903.74]",0.46
165,171,person,"[1613.71, 1684.43, 1759.76, 2165.28]",0.55
166,1,person,"[447.01, 1617.07, 732.48, 2474.5]",0.86
166,2,person,"[1372.73, 1605.33, 1626.94, 2426.92]",0.79
166,3,person,"[116.2, 1550.09, 474.68, 2548.77]",0.88
166,6,person,"[1244.02, 1668.62, 1419.42, 2315.56]",0.77
166,7,person,"[921.96, 1678.74, 1114.14, 2284.57]",0.82
166,110,person,"[1131.37, 1646.87, 1267.88, 2054.14]",0.75
166,85,backpack,"[1441.83, 1751.92, 1596.4, 2013.86]",0.33
166,146,person,"[839.09, 1658.84, 972.03, 2087.39]",0.64
166,149,person,"[768.71, 1662.67, 856.61, 1906.29]",0.45
166,171,person,"[1619.71, 1687.69, 1770.36, 2179.35]",0.52
167,1,person,"[445.74, 1616.97, 728.46, 2461.43]",0.86
167,2,person,"[1379.96, 1602.85, 1633.83, 2429.72]",0.8
167,3,person,"[111.61, 1547.47, 472.38, 2553.09]",0.87
167,6,person,"[1247.29, 1671.13, 1419.71, 2306.57]",0.76
167,7,person,"[917.51, 1681.73, 1110.3, 2283.54]",0.8
167,110,person,"[1135.81, 1651.16, 1272.44, 2059.7]",0.76
167,85,backpack,"[1444.79, 1757.96, 1596.26, 2013.94]",0.35
167,146,person,"[840.71, 1661.06, 972.12, 2084.44]",0.58
167,149,person,"[769.48, 1664.46, 857.71, 1909.71]",0.43
167,171,person,"[1631.25, 1699.47, 1782.86, 2186.39]",0.61
168,1,person,"[444.36, 1614.83, 728.29, 2458.67]",0.84
168,2,person,"[1386.78, 1600.27, 1638.7, 2427.72]",0.84
168,3,person,"[106.16, 1545.81, 469.48, 2559.3]",0.87
168,6,person,"[1249.44, 1670.12, 1421.85, 2301.17]",0.8
168,7,person,"[918.93, 1681.72, 1110.4, 2275.47]",0.82
168,110,person,"[1139.84, 1652.03, 1277.35, 2067.54]",0.77
168,85,backpack,"[1439.64, 1736.65, 1605.45, 2014.3]",0.39
168,146,person,"[841.07, 1660.57, 971.78, 2081.14]",0.57
